original_ref,journal_full,volume,page,year,pmid,status
JBH EMP6:189,,,,,,UNKNOWN_CODE
JBH EMP6:189,Economic and Medicinal Plant Research,6.0,189.0,,,NOT_FOUND
JBH HH2 TRA,,,,,,UNKNOWN_CODE
JBH HH2 TRA,,,,,,BOOK
JBH HH2 TRA,Toxicological Research,,,,,JOURNAL_ONLY
JBH JLI,,,,,,UNKNOWN_CODE
JBH JLI,,,,,,UNKNOWN_CODE
JBH JNP49:156,,,,,,UNKNOWN_CODE
JBH JNP49:156,Journal of Natural Products,49.0,156.0,,,NOT_FOUND
JBH JNP53:1447,,,,,,UNKNOWN_CODE
JBH JNP53:1447,Journal of Natural Products,53.0,1447.0,,1965200,RESOLVED
JBH JNU,,,,,,UNKNOWN_CODE
JBH JNU,,,,,,UNKNOWN_CODE
JBH KCH,,,,,,UNKNOWN_CODE
JBH KCH,Korean Chemical Society,,,,,JOURNAL_ONLY
JBH M11,,,,,,UNKNOWN_CODE
JBH M11,,,,,,BOOK
JBH M29,,,,,,UNKNOWN_CODE
JBH M29,,,,,,BOOK
JBH MAR,,,,,,UNKNOWN_CODE
JBH MAR,,,,,,UNKNOWN_CODE
JBH NIG,,,,,,UNKNOWN_CODE
JBH NIG,Nigerian Journal of Natural Products and Medicine,,,,,JOURNAL_ONLY
JBH PCF:93,,,,,,UNKNOWN_CODE
JBH PCF:93,Phytochemistry,,93.0,,,BOOK
JBH PDR45,,,,,,UNKNOWN_CODE
JBH PDR45,,,,,,PARSE_ERROR
JBH PH2,,,,,,UNKNOWN_CODE
JBH PH2,,,,,,BOOK
JBH PMID9028049,,,,,,UNKNOWN_CODE
JBH PMID9028049,,,,,,PARSE_ERROR
JBH POP:29,,,,,,UNKNOWN_CODE
JBH POP:29,Plantes medicinales et Phytotherapie,,29.0,,,BOOK
JBH PR14:254,,,,,,UNKNOWN_CODE
JBH PR14:254,Pharmaceutical Research,14.0,254.0,,,NOT_FOUND
JBH TEA,,,,,,UNKNOWN_CODE
JBH TEA,,,,,,UNKNOWN_CODE
JBH WER,,,,,,UNKNOWN_CODE
JBH WER,,,,,,UNKNOWN_CODE
JBH WIK,,,,,,UNKNOWN_CODE
JBH WIK,,,,,,UNKNOWN_CODE
JBH X11714299,,,,,,UNKNOWN_CODE
JBH X11714299,,,,,11714299.0,RESOLVED
JBH X14668978,,,,,,UNKNOWN_CODE
JBH X14668978,,,,,14668978.0,RESOLVED
JBH X15712986,,,,,,UNKNOWN_CODE
JBH X15712986,,,,,15712986.0,RESOLVED
JBH X15884816 JAF50:3992 JAF47:397,,,,,,UNKNOWN_CODE
JBH X15884816 JAF50:3992 JAF47:397,,,,,15884816.0,RESOLVED
JBH X15884816 JAF50:3992 JAF47:397,Journal of Agricultural and Food Chemistry,50.0,3992.0,,12083872,RESOLVED
JBH X15884816 JAF50:3992 JAF47:397,Journal of Agricultural and Food Chemistry,47.0,397.0,,10563906,RESOLVED
JBT117:11,,117.0,11.0,,,UNKNOWN_JOURNAL
JCE10:115,,10.0,115.0,,,UNKNOWN_JOURNAL
JCE12:2117.86,,,,,,PARSE_ERROR
JCE16:2723,,16.0,2723.0,,,UNKNOWN_JOURNAL
JCE17:865,,17.0,865.0,,,UNKNOWN_JOURNAL
JCE20:2847,,20.0,2847.0,,,UNKNOWN_JOURNAL
JCE21:455,,21.0,455.0,,,UNKNOWN_JOURNAL
JCE26:315,,26.0,315.0,,,UNKNOWN_JOURNAL
JCE27:251,,27.0,251.0,,,UNKNOWN_JOURNAL
JCN70:1040,,70.0,1040.0,,,UNKNOWN_JOURNAL
JCN70:1040 SN157:11,,70.0,1040.0,,,UNKNOWN_JOURNAL
JCN70:1040 SN157:11,Scientia,157.0,11.0,,,NOT_FOUND
JD23:101,,23.0,101.0,,,UNKNOWN_JOURNAL
JDD6:25,Journal of Drug Design,6.0,25.0,,,NOT_FOUND
JDD6:30,Journal of Drug Design,6.0,30.0,,,NOT_FOUND
JDD6:30 HG20:23 YAK112:645,Journal of Drug Design,6.0,30.0,,,NOT_FOUND
JDD6:30 HG20:23 YAK112:645,HerbalGram,20.0,23.0,,,NOT_FOUND
JDD6:30 HG20:23 YAK112:645,Yakugaku Zasshi,112.0,645.0,,1469612,RESOLVED
JDD6:31,Journal of Drug Design,6.0,31.0,,,NOT_FOUND
JDD6:32,Journal of Drug Design,6.0,32.0,,,NOT_FOUND
JDD6:33,Journal of Drug Design,6.0,33.0,,,NOT_FOUND
JDD6:33 HH3,Journal of Drug Design,6.0,33.0,,,NOT_FOUND
JDD6:33 HH3,,,,,,BOOK
JE12:279.1984,Journal of Ethnopharmacology,12.0,279.0,,6442749,RESOLVED
JE13:217.1985,Journal of Ethnopharmacology,13.0,217.0,,4021519,RESOLVED
JE14:41.1985,Journal of Ethnopharmacology,14.0,41.0,,4087921,RESOLVED
JE14:99.1985,Journal of Ethnopharmacology,14.0,99.0,,4087925,RESOLVED
JE15,,,,,,PARSE_ERROR
JE15 PCA3:42,,,,,,PARSE_ERROR
JE15 PCA3:42,,3.0,42.0,,,UNKNOWN_JOURNAL
JE15(2),,,,,,PARSE_ERROR
JE15:15,Journal of Ethnopharmacology,15.0,15.0,,,NOT_FOUND
JE15:16 FT5:1986,Journal of Ethnopharmacology,15.0,16.0,,,NOT_FOUND
JE15:16 FT5:1986,Fitoterapia,5.0,1986.0,,,NOT_FOUND
JE15:16 JNP:1167.1986,Journal of Ethnopharmacology,15.0,16.0,,,NOT_FOUND
JE15:16 JNP:1167.1986,,,,,,PARSE_ERROR
JE15:161.1986,Journal of Ethnopharmacology,15.0,161.0,,3086627,RESOLVED
JE15:18,Journal of Ethnopharmacology,15.0,18.0,,,NOT_FOUND
JE15:204,Journal of Ethnopharmacology,15.0,204.0,,,NOT_FOUND
JE15:204 FNF RAS,Journal of Ethnopharmacology,15.0,204.0,,,NOT_FOUND
JE15:204 FNF RAS,,,,,,BOOK
JE15:204 FNF RAS,,,,,,UNKNOWN_CODE
JE15:5.1986,Journal of Ethnopharmacology,15.0,5.0,,,NOT_FOUND
JE1986,,,,,,PARSE_ERROR
JE25:165,Journal of Ethnopharmacology,25.0,165.0,,2787446,RESOLVED
JE25:165 ZEB,Journal of Ethnopharmacology,25.0,165.0,,2787446,RESOLVED
JE25:165 ZEB,,,,,,BOOK
JE25:165.1989,Journal of Ethnopharmacology,25.0,165.0,,2787446,RESOLVED
JE26:65,Journal of Ethnopharmacology,26.0,65.0,,2664357,RESOLVED
JE26:72,Journal of Ethnopharmacology,26.0,72.0,,,NOT_FOUND
JE26:72 BVC:162,Journal of Ethnopharmacology,26.0,72.0,,,NOT_FOUND
JE26:72 BVC:162,,,162.0,,,UNKNOWN_JOURNAL
JE26:73,Journal of Ethnopharmacology,26.0,73.0,,,NOT_FOUND
JE26:74,Journal of Ethnopharmacology,26.0,74.0,,,NOT_FOUND
JE26:74 WO2,Journal of Ethnopharmacology,26.0,74.0,,,NOT_FOUND
JE26:74 WO2,,,,,,PARSE_ERROR
JE26:74 X18409048,Journal of Ethnopharmacology,26.0,74.0,,,NOT_FOUND
JE26:74 X18409048,,,,,18409048.0,RESOLVED
JE26:75,Journal of Ethnopharmacology,26.0,75.0,,,NOT_FOUND
JE26:76,Journal of Ethnopharmacology,26.0,76.0,,,NOT_FOUND
JE26:78,Journal of Ethnopharmacology,26.0,78.0,,,NOT_FOUND
JE26:79,Journal of Ethnopharmacology,26.0,79.0,,,NOT_FOUND
JE26:80,Journal of Ethnopharmacology,26.0,80.0,,,NOT_FOUND
JE26:81,Journal of Ethnopharmacology,26.0,81.0,,,NOT_FOUND
JE26:81 YAK122:487,Journal of Ethnopharmacology,26.0,81.0,,,NOT_FOUND
JE26:81 YAK122:487,Yakugaku Zasshi,122.0,487.0,,12136645,RESOLVED
JE26:82,Journal of Ethnopharmacology,26.0,82.0,,,NOT_FOUND
JE26:83,Journal of Ethnopharmacology,26.0,83.0,,,NOT_FOUND
JE26:85,Journal of Ethnopharmacology,26.0,85.0,,,NOT_FOUND
JE26:86,Journal of Ethnopharmacology,26.0,86.0,,,NOT_FOUND
JE27:243,Journal of Ethnopharmacology,27.0,243.0,,2693840,RESOLVED
JE27:243 MAB,Journal of Ethnopharmacology,27.0,243.0,,2693840,RESOLVED
JE27:243 MAB,,,,,,UNKNOWN_CODE
JE27:243 PAM,Journal of Ethnopharmacology,27.0,243.0,,2693840,RESOLVED
JE27:243 PAM,,,,,,UNKNOWN_CODE
JE27:243 TEA,Journal of Ethnopharmacology,27.0,243.0,,2693840,RESOLVED
JE27:243 TEA,,,,,,UNKNOWN_CODE
JE28(54),,,,,,PARSE_ERROR
JE28:105,Journal of Ethnopharmacology,28.0,105.0,,,NOT_FOUND
JE28:112 POP:167,Journal of Ethnopharmacology,28.0,112.0,,,NOT_FOUND
JE28:112 POP:167,Plantes medicinales et Phytotherapie,,167.0,,,BOOK
JE28:129,Journal of Ethnopharmacology,28.0,129.0,,2156112,RESOLVED
JE28:210,Journal of Ethnopharmacology,28.0,210.0,,,NOT_FOUND
JE28:221,Journal of Ethnopharmacology,28.0,221.0,,2329812,RESOLVED
JE28:221 LRN1995,Journal of Ethnopharmacology,28.0,221.0,,2329812,RESOLVED
JE28:221 LRN1995,,,,,,PARSE_ERROR
JE28:222,Journal of Ethnopharmacology,28.0,222.0,,,NOT_FOUND
JE28:249,Journal of Ethnopharmacology,28.0,249.0,,1691805,RESOLVED
JE28:39,Journal of Ethnopharmacology,28.0,39.0,,,NOT_FOUND
JE28:40,Journal of Ethnopharmacology,28.0,40.0,,,NOT_FOUND
JE28:41,Journal of Ethnopharmacology,28.0,41.0,,,NOT_FOUND
JE28:95,Journal of Ethnopharmacology,28.0,95.0,,,NOT_FOUND
JE29:132,Journal of Ethnopharmacology,29.0,132.0,,,NOT_FOUND
JE29:136,Journal of Ethnopharmacology,29.0,136.0,,,NOT_FOUND
JE29:136 PM56(2):215,Journal of Ethnopharmacology,29.0,136.0,,,NOT_FOUND
JE29:136 PM56(2):215,Planta Medica,56.0,215.0,,,NOT_FOUND
JE29:173,Journal of Ethnopharmacology,29.0,173.0,,2374430,RESOLVED
JE29:176,Journal of Ethnopharmacology,29.0,176.0,,,NOT_FOUND
JE29:184,Journal of Ethnopharmacology,29.0,184.0,,,NOT_FOUND
JE29:240,Journal of Ethnopharmacology,29.0,240.0,,,NOT_FOUND
JE29:240 X20112181,Journal of Ethnopharmacology,29.0,240.0,,,NOT_FOUND
JE29:240 X20112181,,,,,20112181.0,RESOLVED
JE29:25,Journal of Ethnopharmacology,29.0,25.0,,2345457,RESOLVED
JE29:31,Journal of Ethnopharmacology,29.0,31.0,,,NOT_FOUND
JE29:73,Journal of Ethnopharmacology,29.0,73.0,,2345462,RESOLVED
JE30:307,Journal of Ethnopharmacology,30.0,307.0,,2259218,RESOLVED
JE31:43,Journal of Ethnopharmacology,31.0,43.0,,2030592,RESOLVED
JE32:117,Journal of Ethnopharmacology,32.0,117.0,,1881151,RESOLVED
JE32:124,Journal of Ethnopharmacology,32.0,124.0,,,NOT_FOUND
JE32:135,Journal of Ethnopharmacology,32.0,135.0,,1881152,RESOLVED
JE32:137,Journal of Ethnopharmacology,32.0,137.0,,,NOT_FOUND
JE32:138,Journal of Ethnopharmacology,32.0,138.0,,,NOT_FOUND
JE32:141,Journal of Ethnopharmacology,32.0,141.0,,1652667,RESOLVED
JE32:147,Journal of Ethnopharmacology,32.0,147.0,,,NOT_FOUND
JE32:148,Journal of Ethnopharmacology,32.0,148.0,,,NOT_FOUND
JE32:161,Journal of Ethnopharmacology,32.0,161.0,,,NOT_FOUND
JE32:161 PR4(4):131,Journal of Ethnopharmacology,32.0,161.0,,,NOT_FOUND
JE32:161 PR4(4):131,Pharmaceutical Research,4.0,131.0,,,NOT_FOUND
JE32:162,Journal of Ethnopharmacology,32.0,162.0,,,NOT_FOUND
JE32:167,Journal of Ethnopharmacology,32.0,167.0,,1881154,RESOLVED
JE32:171,Journal of Ethnopharmacology,32.0,171.0,,,NOT_FOUND
JE32:171 PMID1881154,Journal of Ethnopharmacology,32.0,171.0,,,NOT_FOUND
JE32:171 PMID1881154,,,,,,PARSE_ERROR
JE32:173,Journal of Ethnopharmacology,32.0,173.0,,,NOT_FOUND
JE32:174,Journal of Ethnopharmacology,32.0,174.0,,,NOT_FOUND
JE32:175,Journal of Ethnopharmacology,32.0,175.0,,,NOT_FOUND
JE32:182,Journal of Ethnopharmacology,32.0,182.0,,,NOT_FOUND
JE32:183,Journal of Ethnopharmacology,32.0,183.0,,,NOT_FOUND
JE32:185,Journal of Ethnopharmacology,32.0,185.0,,,NOT_FOUND
JE32:201,Journal of Ethnopharmacology,32.0,201.0,,1881158,RESOLVED
JE32:202,Journal of Ethnopharmacology,32.0,202.0,,,NOT_FOUND
JE32:23,Journal of Ethnopharmacology,32.0,23.0,,,NOT_FOUND
JE32:30,Journal of Ethnopharmacology,32.0,30.0,,,NOT_FOUND
JE32:72,Journal of Ethnopharmacology,32.0,72.0,,,NOT_FOUND
JE32:74,Journal of Ethnopharmacology,32.0,74.0,,,NOT_FOUND
JE32:87,Journal of Ethnopharmacology,32.0,87.0,,,NOT_FOUND
JE36:219,Journal of Ethnopharmacology,36.0,219.0,,1434680,RESOLVED
JE36:39,Journal of Ethnopharmacology,36.0,39.0,,1501491,RESOLVED
JE38:1,Journal of Ethnopharmacology,38.0,1.0,,8479201,RESOLVED
JE39:205,Journal of Ethnopharmacology,39.0,205.0,,8258978,RESOLVED
JE40:111,Journal of Ethnopharmacology,40.0,111.0,,8133650,RESOLVED
JE42:95,Journal of Ethnopharmacology,42.0,95.0,,8072309,RESOLVED
JE42:95 PM56(3):336,Journal of Ethnopharmacology,42.0,95.0,,8072309,RESOLVED
JE42:95 PM56(3):336,Planta Medica,56.0,336.0,,2392494,RESOLVED
JE44:147,Journal of Ethnopharmacology,44.0,147.0,,7898122,RESOLVED
JE45:131,Journal of Ethnopharmacology,45.0,131.0,,7776662,RESOLVED
JE46:167,Journal of Ethnopharmacology,46.0,167.0,,7564415,RESOLVED
JE46:167 M29,Journal of Ethnopharmacology,46.0,167.0,,7564415,RESOLVED
JE46:167 M29,,,,,,BOOK
JE46:7,Journal of Ethnopharmacology,46.0,7.0,,7475126,RESOLVED
JE49:57,Journal of Ethnopharmacology,49.0,57.0,,8847885,RESOLVED
JE50:167,Journal of Ethnopharmacology,50.0,167.0,,8691851,RESOLVED
JE57:1208,Journal of Ethnopharmacology,57.0,1208.0,,,NOT_FOUND
JE57:1209,Journal of Ethnopharmacology,57.0,1209.0,,,NOT_FOUND
JE58:143,Journal of Ethnopharmacology,58.0,143.0,,9421249,RESOLVED
JE58:165,Journal of Ethnopharmacology,58.0,165.0,,9421252,RESOLVED
JE58:165 SAB,Journal of Ethnopharmacology,58.0,165.0,,9421252,RESOLVED
JE58:165 SAB,,,,,,UNKNOWN_CODE
JE58:89,Journal of Ethnopharmacology,58.0,89.0,,9406896,RESOLVED
JE70:123,Journal of Ethnopharmacology,70.0,123.0,,,NOT_FOUND
JE70:123 PJB1(1):172 X11307877,Journal of Ethnopharmacology,70.0,123.0,,,NOT_FOUND
JE70:123 PJB1(1):172 X11307877,Pakistan Journal of Botany,1.0,172.0,,,NOT_FOUND
JE70:123 PJB1(1):172 X11307877,,,,,11307877.0,RESOLVED
JE70:123 X11307877,Journal of Ethnopharmacology,70.0,123.0,,,NOT_FOUND
JE70:123 X11307877,,,,,11307877.0,RESOLVED
JE73:471,Journal of Ethnopharmacology,73.0,471.0,,11091001,RESOLVED
JE79:57,Journal of Ethnopharmacology,79.0,57.0,,11744296,RESOLVED
JE79:57 X11600349,Journal of Ethnopharmacology,79.0,57.0,,11744296,RESOLVED
JE79:57 X11600349,,,,,11600349.0,RESOLVED
JE7:123.1983,Journal of Ethnopharmacology,7.0,123.0,,6345940,RESOLVED
JE91:65.2004,Journal of Ethnopharmacology,91.0,65.0,,15036470,RESOLVED
JEE88:1771,,88.0,1771.0,,,UNKNOWN_JOURNAL
JEI6:201,,6.0,201.0,,,UNKNOWN_JOURNAL
JEM168:129,,168.0,129.0,,,UNKNOWN_JOURNAL
JEN147:295,,147.0,295.0,,,UNKNOWN_JOURNAL
JEO2:185,Journal of Essential Oil Research,2.0,185.0,,,NOT_FOUND
JEO4:57,Journal of Essential Oil Research,4.0,57.0,,,NOT_FOUND
JEO5:153,Journal of Essential Oil Research,5.0,153.0,,,NOT_FOUND
JEO7:271,Journal of Essential Oil Research,7.0,271.0,,,NOT_FOUND
JEO7:271 JAR12:99,Journal of Essential Oil Research,7.0,271.0,,,NOT_FOUND
JEO7:271 JAR12:99,Journal of Agricultural Research,12.0,99.0,,,NOT_FOUND
JFH33(6):569,,33.0,569.0,,,UNKNOWN_JOURNAL
JFM5:43,,5.0,43.0,,,UNKNOWN_JOURNAL
JIM127:546,,127.0,546.0,,,UNKNOWN_JOURNAL
JIM127:546 JNU,,127.0,546.0,,,UNKNOWN_JOURNAL
JIM127:546 JNU,,,,,,UNKNOWN_CODE
JJCR86:873 JCP2:138,,86.0,873.0,,,UNKNOWN_JOURNAL
JJCR86:873 JCP2:138,,2.0,138.0,,,UNKNOWN_JOURNAL
JJCR87:170,,87.0,170.0,,,UNKNOWN_JOURNAL
JJCR88:821,,88.0,821.0,,,UNKNOWN_JOURNAL
JJP40:138,,40.0,138.0,,,UNKNOWN_JOURNAL
JJP40:138 JAC45:3362,,40.0,138.0,,,UNKNOWN_JOURNAL
JJP40:138 JAC45:3362,,45.0,3362.0,,,UNKNOWN_JOURNAL
JJP66:47,,66.0,47.0,,,UNKNOWN_JOURNAL
JJS40:138,,40.0,138.0,,,UNKNOWN_JOURNAL
JJT39:395,,39.0,395.0,,,UNKNOWN_JOURNAL
JLI,,,,,,UNKNOWN_CODE
JLI 438,,,,,,UNKNOWN_CODE
JLI 438,"Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4,",,,,,DUKE_REF_ID
JLI JBH,,,,,,UNKNOWN_CODE
JLI JBH,,,,,,UNKNOWN_CODE
JLI PM56(6),,,,,,UNKNOWN_CODE
JLI PM56(6),,,,,,PARSE_ERROR
JLI WO2,,,,,,UNKNOWN_CODE
JLI WO2,,,,,,PARSE_ERROR
JLR1(2),,,,,,PARSE_ERROR
JLR1(2):21,,1.0,21.0,,,UNKNOWN_JOURNAL
JLR2(3):16,,2.0,16.0,,,UNKNOWN_JOURNAL
JMC29:1547,Journal of Medicinal Chemistry,29.0,1547.0,,3016271,RESOLVED
JMC29:1547 ABS7:1985,Journal of Medicinal Chemistry,29.0,1547.0,,3016271,RESOLVED
JMC29:1547 ABS7:1985,Abstracts,7.0,1985.0,,,NOT_FOUND
JMC32:715,Journal of Medicinal Chemistry,32.0,715.0,,2537428,RESOLVED
JMC34:3301,Journal of Medicinal Chemistry,34.0,3301.0,,1956050,RESOLVED
JMC34:98 CR49:1366 CHP14:546,Journal of Medicinal Chemistry,34.0,98.0,,1846923,RESOLVED
JMC34:98 CR49:1366 CHP14:546,Chemical Reviews,49.0,1366.0,,,NOT_FOUND
JMC34:98 CR49:1366 CHP14:546,,14.0,546.0,,,UNKNOWN_JOURNAL
JMC36:2689,Journal of Medicinal Chemistry,36.0,2689.0,,8410981,RESOLVED
JMC37:3819,Journal of Medicinal Chemistry,37.0,3819.0,,7525959,RESOLVED
JMC38:395,Journal of Medicinal Chemistry,38.0,395.0,,7853331,RESOLVED
JMC38:4503,Journal of Medicinal Chemistry,38.0,4503.0,,7473578,RESOLVED
JMF1(3),,,,,,PARSE_ERROR
JMF2:139,Journal of Medicinal Food,2.0,139.0,,19281365,RESOLVED
JMF2:163,Journal of Medicinal Food,2.0,163.0,,19281370,RESOLVED
JMF2:163 MED,Journal of Medicinal Food,2.0,163.0,,19281370,RESOLVED
JMF2:163 MED,,,,,,UNKNOWN_CODE
JMF2:167,Journal of Medicinal Food,2.0,167.0,,19281371,RESOLVED
JMF2:179,Journal of Medicinal Food,2.0,179.0,,19281374,RESOLVED
JMF2:227,Journal of Medicinal Food,2.0,227.0,,19281387,RESOLVED
JMF2:227 JBH,Journal of Medicinal Food,2.0,227.0,,19281387,RESOLVED
JMF2:227 JBH,,,,,,UNKNOWN_CODE
JMF2:227 JMF2:151,Journal of Medicinal Food,2.0,227.0,,19281387,RESOLVED
JMF2:227 JMF2:151,Journal of Medicinal Food,2.0,151.0,,19281367,RESOLVED
JMF2:227 PCF:98,Journal of Medicinal Food,2.0,227.0,,19281387,RESOLVED
JMF2:227 PCF:98,Phytochemistry,,98.0,,,BOOK
JMF2:227 X10989984,Journal of Medicinal Food,2.0,227.0,,19281387,RESOLVED
JMF2:227 X10989984,,,,,10989984.0,RESOLVED
JMF2:235,Journal of Medicinal Food,2.0,235.0,,19281389,RESOLVED
JMF3/4:257,,,,,,PARSE_ERROR
JMF4:201,Journal of Medicinal Food,4.0,201.0,,12639402,RESOLVED
JMF4:211,Journal of Medicinal Food,4.0,211.0,,12639403,RESOLVED
JMF5:1,Journal of Medicinal Food,5.0,1.0,,12511107,RESOLVED
JMF5:1 411 X11216484,Journal of Medicinal Food,5.0,1.0,,12511107,RESOLVED
JMF5:1 411 X11216484,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
JMF5:1 411 X11216484,,,,,11216484.0,RESOLVED
JMF5:1 BCI28:735,Journal of Medicinal Food,5.0,1.0,,12511107,RESOLVED
JMF5:1 BCI28:735,,28.0,735.0,,,UNKNOWN_JOURNAL
JMF5:1 MED98,Journal of Medicinal Food,5.0,1.0,,12511107,RESOLVED
JMF5:1 MED98,,,,,,PARSE_ERROR
JMF5:23,Journal of Medicinal Food,5.0,23.0,,12511110,RESOLVED
JMF6:365,Journal of Medicinal Food,6.0,365.0,,14977446,RESOLVED
JMF6:387 PIL,Journal of Medicinal Food,6.0,387.0,,14977449,RESOLVED
JMF6:387 PIL,,,,,,UNKNOWN_CODE
JMF6:391,Journal of Medicinal Food,6.0,391.0,,14977450,RESOLVED
JN126(5):1355,Journal of Nutrition,126.0,1355.0,,,NOT_FOUND
JN126:1076S,,,,,,PARSE_ERROR
JN126:2098,Journal of Nutrition,126.0,2098.0,,,NOT_FOUND
JN126:989,Journal of Nutrition,126.0,989.0,,,NOT_FOUND
JN127:668,Journal of Nutrition,127.0,668.0,,,NOT_FOUND
JN127:710,Journal of Nutrition,127.0,710.0,,,NOT_FOUND
JN127:893S,,,,,,PARSE_ERROR
JN129:1395S,,,,,,PARSE_ERROR
JN129:1395S EJC49S:S145,,,,,,PARSE_ERROR
JN129:1395S EJC49S:S145,,,,,,PARSE_ERROR
JN129:1395S PAM,,,,,,PARSE_ERROR
JN129:1395S PAM,,,,,,UNKNOWN_CODE
JN12:2927,Journal of Nutrition,12.0,2927.0,,,NOT_FOUND
JN131:1010S,,,,,,PARSE_ERROR
JN131:1020S,,,,,,PARSE_ERROR
JN131:1027,Journal of Nutrition,131.0,1027.0,,,NOT_FOUND
JN131:1027S,,,,,,PARSE_ERROR
JN131:1075,Journal of Nutrition,131.0,1075.0,,,NOT_FOUND
JN131:1662,Journal of Nutrition,131.0,1662.0,,,NOT_FOUND
JN131:2151,Journal of Nutrition,131.0,2151.0,,,NOT_FOUND
JN131:3294,Journal of Nutrition,131.0,3294.0,,,NOT_FOUND
JN131:3294 X11420705,Journal of Nutrition,131.0,3294.0,,,NOT_FOUND
JN131:3294 X11420705,,,,,11420705.0,RESOLVED
JN131:955S,,,,,,PARSE_ERROR
JN131:972S,,,,,,PARSE_ERROR
JN131:972S WO3,,,,,,PARSE_ERROR
JN131:972S WO3,,,,,,PARSE_ERROR
JN131:989S,,,,,,PARSE_ERROR
JN132:1825,Journal of Nutrition,132.0,1825.0,,,NOT_FOUND
JN133:1302,Journal of Nutrition,133.0,1302.0,,,NOT_FOUND
JN133:2125,Journal of Nutrition,133.0,2125.0,,,NOT_FOUND
JN133:3610,Journal of Nutrition,133.0,3610.0,,,NOT_FOUND
JN:1997,Journal of Nutrition,,1997.0,,,BOOK
JNE7:79,,7.0,79.0,,,UNKNOWN_JOURNAL
JNM1:10,,1.0,10.0,,,UNKNOWN_JOURNAL
JNM1:10 JBH,,1.0,10.0,,,UNKNOWN_JOURNAL
JNM1:10 JBH,,,,,,UNKNOWN_CODE
JNM7:27,,7.0,27.0,,,UNKNOWN_JOURNAL
JNM7:51,,7.0,51.0,,,UNKNOWN_JOURNAL
JNP,Journal of Natural Products,,,,,JOURNAL_ONLY
JNP 39: 428. 1976,Journal of Natural Products,,,,,JOURNAL_ONLY
JNP 39: 428. 1976,,,,,,PARSE_ERROR
JNP 39: 428. 1976,,,,,,DUKE_REF_ID
JNP 39: 428. 1976,,,,,,DUKE_REF_ID
JNP 39:441,Journal of Natural Products,,,,,JOURNAL_ONLY
JNP 39:441,,,,,,PARSE_ERROR
JNP 49:156. 1986,Journal of Natural Products,,,,,JOURNAL_ONLY
JNP 49:156. 1986,,,,,,PARSE_ERROR
JNP 49:156. 1986,,,,,,DUKE_REF_ID
JNP1986,,,,,,PARSE_ERROR
JNP33(3):630,Journal of Natural Products,33.0,630.0,,,NOT_FOUND
JNP39,,,,,,PARSE_ERROR
JNP39.426,,,,,,PARSE_ERROR
JNP39: 440,,,,,,PARSE_ERROR
JNP39: 440,,,,,,DUKE_REF_ID
JNP39:420,Journal of Natural Products,39.0,420.0,,,NOT_FOUND
JNP39:424,Journal of Natural Products,39.0,424.0,,,NOT_FOUND
JNP39:425,Journal of Natural Products,39.0,425.0,,,NOT_FOUND
JNP39:426,Journal of Natural Products,39.0,426.0,,,NOT_FOUND
JNP39:427,Journal of Natural Products,39.0,427.0,,,NOT_FOUND
JNP39:428,Journal of Natural Products,39.0,428.0,,,NOT_FOUND
JNP39:429,Journal of Natural Products,39.0,429.0,,,NOT_FOUND
JNP39:429.1976,Journal of Natural Products,39.0,429.0,,,NOT_FOUND
JNP39:430,Journal of Natural Products,39.0,430.0,,,NOT_FOUND
JNP39:430.1976,Journal of Natural Products,39.0,430.0,,,NOT_FOUND
JNP39:431.1976,Journal of Natural Products,39.0,431.0,,,NOT_FOUND
JNP39:432,Journal of Natural Products,39.0,432.0,,,NOT_FOUND
JNP39:432.1976,Journal of Natural Products,39.0,432.0,,,NOT_FOUND
JNP39:433.1976,Journal of Natural Products,39.0,433.0,,,NOT_FOUND
JNP39:434.1976,Journal of Natural Products,39.0,434.0,,,NOT_FOUND
JNP39:435,Journal of Natural Products,39.0,435.0,,,NOT_FOUND
JNP39:435.1976,Journal of Natural Products,39.0,435.0,,,NOT_FOUND
JNP39:436,Journal of Natural Products,39.0,436.0,,,NOT_FOUND
JNP39:437.1976,Journal of Natural Products,39.0,437.0,,,NOT_FOUND
JNP39:438,Journal of Natural Products,39.0,438.0,,,NOT_FOUND
JNP39:439,Journal of Natural Products,39.0,439.0,,,NOT_FOUND
JNP39:440,Journal of Natural Products,39.0,440.0,,,NOT_FOUND
JNP39:443,Journal of Natural Products,39.0,443.0,,,NOT_FOUND
JNP39:443.1976,Journal of Natural Products,39.0,443.0,,,NOT_FOUND
JNP39:444,Journal of Natural Products,39.0,444.0,,,NOT_FOUND
JNP39:444.1976,Journal of Natural Products,39.0,444.0,,,NOT_FOUND
JNP39:445,Journal of Natural Products,39.0,445.0,,,NOT_FOUND
JNP39:446,Journal of Natural Products,39.0,446.0,,,NOT_FOUND
JNP39:446.1976,Journal of Natural Products,39.0,446.0,,,NOT_FOUND
