original_ref,journal_full,volume,page,year,pmid,status
PM56(6):662,Planta Medica,56.0,662.0,,,NOT_FOUND
PM56(6):666,Planta Medica,56.0,666.0,,,NOT_FOUND
PM56(6):669,Planta Medica,56.0,669.0,,,NOT_FOUND
PM56(6):671,Planta Medica,56.0,671.0,,,NOT_FOUND
PM56(6):671 MAB,Planta Medica,56.0,671.0,,,NOT_FOUND
PM56(6):671 MAB,,,,,,UNKNOWN_CODE
PM56(6):674,Planta Medica,56.0,674.0,,,NOT_FOUND
PM56(6):677,Planta Medica,56.0,677.0,,,NOT_FOUND
PM56(6):678,Planta Medica,56.0,678.0,,,NOT_FOUND
PM56(6):679,Planta Medica,56.0,679.0,,,NOT_FOUND
PM56(6):681,Planta Medica,56.0,681.0,,,NOT_FOUND
PM56(6):684,Planta Medica,56.0,684.0,,,NOT_FOUND
PM56(6):685,Planta Medica,56.0,685.0,,,NOT_FOUND
PM56(6):688,Planta Medica,56.0,688.0,,,NOT_FOUND
PM56(6):689,Planta Medica,56.0,689.0,,,NOT_FOUND
PM56(6):695,Planta Medica,56.0,695.0,,,NOT_FOUND
PM56(6):698,Planta Medica,56.0,698.0,,,NOT_FOUND
PM56(6);643,,,,,,PARSE_ERROR
PM56:134,Planta Medica,56.0,134.0,,17221392,RESOLVED
PM56:143,Planta Medica,56.0,143.0,,,NOT_FOUND
PM56:145,Planta Medica,56.0,145.0,,,NOT_FOUND
PM56:173,Planta Medica,56.0,173.0,,,NOT_FOUND
PM56:257,Planta Medica,56.0,257.0,,,NOT_FOUND
PM56:295,Planta Medica,56.0,295.0,,17221423,RESOLVED
PM56:315,Planta Medica,56.0,315.0,,,NOT_FOUND
PM56:319,Planta Medica,56.0,319.0,,,NOT_FOUND
PM56:488,Planta Medica,56.0,488.0,,17221456,RESOLVED
PM56:517,Planta Medica,56.0,517.0,,,NOT_FOUND
PM56:638,Planta Medica,56.0,638.0,,,NOT_FOUND
PM56:645,Planta Medica,56.0,645.0,,,NOT_FOUND
PM56:650,Planta Medica,56.0,650.0,,,NOT_FOUND
PM56:665,Planta Medica,56.0,665.0,,,NOT_FOUND
PM56:684,Planta Medica,56.0,684.0,,,NOT_FOUND
PM56:691,Planta Medica,56.0,691.0,,,NOT_FOUND
PM56:77,Planta Medica,56.0,77.0,,2356245,RESOLVED
PM57:208,Planta Medica,57.0,208.0,,1896517,RESOLVED
PM57:341,Planta Medica,57.0,341.0,,1775574,RESOLVED
PM57:344,Planta Medica,57.0,344.0,,1775575,RESOLVED
PM57:347,Planta Medica,57.0,347.0,,1775576,RESOLVED
PM57:352,Planta Medica,57.0,352.0,,1775577,RESOLVED
PM57:527,Planta Medica,57.0,527.0,,1818343,RESOLVED
PM57:552,Planta Medica,57.0,552.0,,1818347,RESOLVED
PM57:83,Planta Medica,57.0,83.0,,2062964,RESOLVED
PM57:A014,,,,,,PARSE_ERROR
PM57:A103,,,,,,PARSE_ERROR
PM57:A110,,,,,,PARSE_ERROR
PM57:A113,,,,,,PARSE_ERROR
PM57:A117,,,,,,PARSE_ERROR
PM57:A12,,,,,,PARSE_ERROR
PM57:A126,,,,,,PARSE_ERROR
PM57:A13,,,,,,PARSE_ERROR
PM57:A131,,,,,,PARSE_ERROR
PM57:A133,,,,,,PARSE_ERROR
PM57:A134,,,,,,PARSE_ERROR
PM57:A41,,,,,,PARSE_ERROR
PM57:A42,,,,,,PARSE_ERROR
PM57:A42 JBH,,,,,,PARSE_ERROR
PM57:A42 JBH,,,,,,UNKNOWN_CODE
PM57:A43,,,,,,PARSE_ERROR
PM57:A43 411,,,,,,PARSE_ERROR
PM57:A43 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
PM57:A43 JBH,,,,,,PARSE_ERROR
PM57:A43 JBH,,,,,,UNKNOWN_CODE
PM57:A43 JNP59:987,,,,,,PARSE_ERROR
PM57:A43 JNP59:987,Journal of Natural Products,59.0,987.0,,8904847,RESOLVED
PM57:A44,,,,,,PARSE_ERROR
PM57:A48,,,,,,PARSE_ERROR
PM57:A49,,,,,,PARSE_ERROR
PM57:A51,,,,,,PARSE_ERROR
PM57:A53,,,,,,PARSE_ERROR
PM57:A53 BRU,,,,,,PARSE_ERROR
PM57:A53 BRU,,,,,,UNKNOWN_CODE
PM57:A54,,,,,,PARSE_ERROR
PM57:A54 PCF:93,,,,,,PARSE_ERROR
PM57:A54 PCF:93,Phytochemistry,,93.0,,,BOOK
PM57:A56,,,,,,PARSE_ERROR
PM57:A56 FT68:205,,,,,,PARSE_ERROR
PM57:A56 FT68:205,Fitoterapia,68.0,205.0,,,NOT_FOUND
PM57:A57,,,,,,PARSE_ERROR
PM57:A62,,,,,,PARSE_ERROR
PM57:A66,,,,,,PARSE_ERROR
PM57:A74,,,,,,PARSE_ERROR
PM57:A75,,,,,,PARSE_ERROR
PM57:A78,,,,,,PARSE_ERROR
PM57:A8,,,,,,PARSE_ERROR
PM57:A88,,,,,,PARSE_ERROR
PM57:A98,,,,,,PARSE_ERROR
PM58(6):499,Planta Medica,58.0,499.0,,1336604,RESOLVED
PM58:314,Planta Medica,58.0,314.0,,1438590,RESOLVED
PM58:389,Planta Medica,58.0,389.0,,1470660,RESOLVED
PM59:240,Planta Medica,59.0,240.0,,8391144,RESOLVED
PM59:293,Planta Medica,59.0,293.0,,8372141,RESOLVED
PM59:508,Planta Medica,59.0,508.0,,8302948,RESOLVED
PM59:546,Planta Medica,59.0,546.0,,8302955,RESOLVED
PM59:A583,,,,,,PARSE_ERROR
PM5:416,Planta Medica,5.0,416.0,,,NOT_FOUND
PM6(3):163,Planta Medica,6.0,163.0,,,NOT_FOUND
PM60:136 EMP6:189,Planta Medica,60.0,136.0,,8202565,RESOLVED
PM60:136 EMP6:189,Economic and Medicinal Plant Research,6.0,189.0,,,NOT_FOUND
PM60:17,Planta Medica,60.0,17.0,,8134409,RESOLVED
PM60:209,Planta Medica,60.0,209.0,,8073084,RESOLVED
PM60:421,Planta Medica,60.0,421.0,,7997469,RESOLVED
PM60:423,Planta Medica,60.0,423.0,,,NOT_FOUND
PM60:501,Planta Medica,60.0,501.0,,7809200,RESOLVED
PM60:516,Planta Medica,60.0,516.0,,7809203,RESOLVED
PM61:116,Planta Medica,61.0,116.0,,7753916,RESOLVED
PM61:18,Planta Medica,61.0,18.0,,7700983,RESOLVED
PM61:213,Planta Medica,61.0,213.0,,7617761,RESOLVED
PM61:213 PH2,Planta Medica,61.0,213.0,,7617761,RESOLVED
PM61:213 PH2,,,,,,BOOK
PM61:233,Planta Medica,61.0,233.0,,7617765,RESOLVED
PM61:33,Planta Medica,61.0,33.0,,7700988,RESOLVED
PM61:409,Planta Medica,61.0,409.0,,7480200,RESOLVED
PM61:41,Planta Medica,61.0,41.0,,7700990,RESOLVED
PM61:414,Planta Medica,61.0,414.0,,7480201,RESOLVED
PM61:510,Planta Medica,61.0,510.0,,8824943,RESOLVED
PM61:510 DAM,Planta Medica,61.0,510.0,,8824943,RESOLVED
PM61:510 DAM,,,,,,UNKNOWN_CODE
PM61:523,Planta Medica,61.0,523.0,,8824946,RESOLVED
PM61:72,Planta Medica,61.0,72.0,,7700997,RESOLVED
PM61:9,Planta Medica,61.0,9.0,,7701004,RESOLVED
PM63:237,Planta Medica,63.0,237.0,,9225606,RESOLVED
PM63:27,Planta Medica,63.0,27.0,,9063093,RESOLVED
PM63:405,Planta Medica,63.0,405.0,,9342942,RESOLVED
PM64:153,Planta Medica,64.0,153.0,,9525107,RESOLVED
PM64:335 PM64:332,Planta Medica,64.0,335.0,,9619116,RESOLVED
PM64:335 PM64:332,Planta Medica,64.0,332.0,,9619115,RESOLVED
PM64:400,Planta Medica,64.0,400.0,,9690339,RESOLVED
PM64:464,Planta Medica,64.0,464.0,,9690352,RESOLVED
PM64:68,Planta Medica,64.0,68.0,,9491768,RESOLVED
PM65:175,Planta Medica,65.0,175.0,,17260253,RESOLVED
PM65:376,Planta Medica,65.0,376.0,,10364848,RESOLVED
PM65:395,Planta Medica,65.0,395.0,,10418322,RESOLVED
PM65:460,Planta Medica,65.0,460.0,,10418338,RESOLVED
PM65:700 JAR12:83,Planta Medica,65.0,700.0,,10630108,RESOLVED
PM65:700 JAR12:83,Journal of Agricultural Research,12.0,83.0,,,NOT_FOUND
PM65:763 X10630125,Planta Medica,65.0,763.0,,10630125,RESOLVED
PM65:763 X10630125,,,,,10630125.0,RESOLVED
PM66(5):435,Planta Medica,66.0,435.0,,10909263,RESOLVED
PM66:324,Planta Medica,66.0,324.0,,10865447,RESOLVED
PM66:324 BIS,Planta Medica,66.0,324.0,,10865447,RESOLVED
PM66:324 BIS,,,,,,UNKNOWN_CODE
PM66:324 VET,Planta Medica,66.0,324.0,,10865447,RESOLVED
PM66:324 VET,,,,,,UNKNOWN_CODE
PM66:84,Planta Medica,66.0,84.0,,10705746,RESOLVED
PM67:564,Planta Medica,67.0,564.0,,11509984,RESOLVED
PM67:567,Planta Medica,67.0,567.0,,11509985,RESOLVED
PM67:754,Planta Medica,67.0,754.0,,11731922,RESOLVED
PM69:1125,Planta Medica,69.0,1125.0,,14750029,RESOLVED
PM69:523,Planta Medica,69.0,523.0,,12865970,RESOLVED
PM69:696 X14531017,Planta Medica,69.0,696.0,,14531017,RESOLVED
PM69:696 X14531017,,,,,14531017.0,RESOLVED
PM69:820,Planta Medica,69.0,820.0,,14598207,RESOLVED
PM69:856,Planta Medica,69.0,856.0,,14598215,RESOLVED
PM6:107,Planta Medica,6.0,107.0,,,NOT_FOUND
PM6:450.1986,Planta Medica,6.0,450.0,,,NOT_FOUND
PM6:499.1986,Planta Medica,6.0,499.0,,,NOT_FOUND
PM6:499.1986 PM52:499,Planta Medica,6.0,499.0,,,NOT_FOUND
PM6:499.1986 PM52:499,Planta Medica,52.0,499.0,,,NOT_FOUND
PM8:423,Planta Medica,8.0,423.0,,,NOT_FOUND
PM8:460,Planta Medica,8.0,460.0,,,NOT_FOUND
PM:1986,Planta Medica,,1986.0,,,BOOK
PM:66.1985,,,,,,PARSE_ERROR
PMID10071966,,,,,,PARSE_ERROR
PMID10616967,,,,,,PARSE_ERROR
PMID10628378,,,,,,PARSE_ERROR
PMID10673981,,,,,,PARSE_ERROR
PMID10813558,,,,,,PARSE_ERROR
PMID11020457,,,,,,PARSE_ERROR
PMID11102955,,,,,,PARSE_ERROR
PMID11502881,,,,,,PARSE_ERROR
PMID9025787,,,,,,PARSE_ERROR
PMID9028049,,,,,,PARSE_ERROR
PMM,,,,,,UNKNOWN_CODE
PMP22:233,Phytomedicine,22.0,233.0,,,NOT_FOUND
PMP23:193,Phytomedicine,23.0,193.0,,,NOT_FOUND
PMP23:46,Phytomedicine,23.0,46.0,,,NOT_FOUND
PMP23:47,Phytomedicine,23.0,47.0,,,NOT_FOUND
PMP23:48,Phytomedicine,23.0,48.0,,,NOT_FOUND
PMP23:49,Phytomedicine,23.0,49.0,,,NOT_FOUND
PMP23:51,Phytomedicine,23.0,51.0,,,NOT_FOUND
PMP23:52,Phytomedicine,23.0,52.0,,26902407,RESOLVED
PMP23:53,Phytomedicine,23.0,53.0,,,NOT_FOUND
PMP23:54,Phytomedicine,23.0,54.0,,,NOT_FOUND
PMP23:55,Phytomedicine,23.0,55.0,,,NOT_FOUND
PMP23:56,Phytomedicine,23.0,56.0,,,NOT_FOUND
PMP23:57,Phytomedicine,23.0,57.0,,,NOT_FOUND
PMP23:58,Phytomedicine,23.0,58.0,,26902408,RESOLVED
PMP23:59,Phytomedicine,23.0,59.0,,,NOT_FOUND
PMP23:60,Phytomedicine,23.0,60.0,,,NOT_FOUND
PMP23:61,Phytomedicine,23.0,61.0,,,NOT_FOUND
PMP23:62,Phytomedicine,23.0,62.0,,,NOT_FOUND
PMP23:63,Phytomedicine,23.0,63.0,,,NOT_FOUND
PMP23:64,Phytomedicine,23.0,64.0,,,NOT_FOUND
PMP24:100 JBH,Phytomedicine,24.0,100.0,,,NOT_FOUND
PMP24:100 JBH,,,,,,UNKNOWN_CODE
PMP24:101,Phytomedicine,24.0,101.0,,,NOT_FOUND
PMP24:102,Phytomedicine,24.0,102.0,,,NOT_FOUND
PMP24:103,Phytomedicine,24.0,103.0,,,NOT_FOUND
PMP24:104,Phytomedicine,24.0,104.0,,28160849,RESOLVED
PMP24:105,Phytomedicine,24.0,105.0,,,NOT_FOUND
PMP24:106,Phytomedicine,24.0,106.0,,,NOT_FOUND
PMP24:107,Phytomedicine,24.0,107.0,,,NOT_FOUND
PMP24:111,Phytomedicine,24.0,111.0,,28160850,RESOLVED
PMP24:113,Phytomedicine,24.0,113.0,,,NOT_FOUND
PMP24:114,Phytomedicine,24.0,114.0,,,NOT_FOUND
PMP24:115,Phytomedicine,24.0,115.0,,,NOT_FOUND
PMP24:116,Phytomedicine,24.0,116.0,,,NOT_FOUND
PMP24:117,Phytomedicine,24.0,117.0,,,NOT_FOUND
PMP24:117 JBH,Phytomedicine,24.0,117.0,,,NOT_FOUND
PMP24:117 JBH,,,,,,UNKNOWN_CODE
PMP24:118,Phytomedicine,24.0,118.0,,,NOT_FOUND
PMP24:119,Phytomedicine,24.0,119.0,,28160851,RESOLVED
PMP24:98,Phytomedicine,24.0,98.0,,,NOT_FOUND
PMP24:99,Phytomedicine,24.0,99.0,,,NOT_FOUND
PMP25:184,Phytomedicine,25.0,184.0,,,NOT_FOUND
PMP25:46,Phytomedicine,25.0,46.0,,,NOT_FOUND
PMP25:49,Phytomedicine,25.0,49.0,,,NOT_FOUND
PMP25:50,Phytomedicine,25.0,50.0,,,NOT_FOUND
PMP25:51,Phytomedicine,25.0,51.0,,,NOT_FOUND
PMP25:52,Phytomedicine,25.0,52.0,,28190471,RESOLVED
PMP25:53,Phytomedicine,25.0,53.0,,,NOT_FOUND
PMP25:54,Phytomedicine,25.0,54.0,,,NOT_FOUND
PMP25:55,Phytomedicine,25.0,55.0,,,NOT_FOUND
PMP25:56,Phytomedicine,25.0,56.0,,,NOT_FOUND
PMP25:57,Phytomedicine,25.0,57.0,,,NOT_FOUND
PMP25:58,Phytomedicine,25.0,58.0,,,NOT_FOUND
PMP25:59,Phytomedicine,25.0,59.0,,,NOT_FOUND
PMP25:62,Phytomedicine,25.0,62.0,,,NOT_FOUND
PMP25:62 PH2,Phytomedicine,25.0,62.0,,,NOT_FOUND
PMP25:62 PH2,,,,,,BOOK
PMPP37:281,,37.0,281.0,,,UNKNOWN_JOURNAL
PNA89:2399,Proceedings of the National Academy of Sciences,89.0,2399.0,,,NOT_FOUND
PNA90:2693,Proceedings of the National Academy of Sciences,90.0,2693.0,,,NOT_FOUND
PNA90:2693 X12761886,Proceedings of the National Academy of Sciences,90.0,2693.0,,,NOT_FOUND
PNA90:2693 X12761886,,,,,12761886.0,RESOLVED
PNA91:1827,Proceedings of the National Academy of Sciences,91.0,1827.0,,,NOT_FOUND
PNA91:1828,Proceedings of the National Academy of Sciences,91.0,1828.0,,,NOT_FOUND
PNA94:10367,Proceedings of the National Academy of Sciences,94.0,10367.0,,,NOT_FOUND
PNA95(7):3380,Proceedings of the National Academy of Sciences,95.0,3380.0,,,NOT_FOUND
PNA97:1433,Proceedings of the National Academy of Sciences,97.0,1433.0,,,NOT_FOUND
POP,Plantes medicinales et Phytotherapie,,,,,JOURNAL_ONLY
POP 382,Plantes medicinales et Phytotherapie,,,,,JOURNAL_ONLY
POP 382,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990.",,,,,DUKE_REF_ID
POP:103,Plantes medicinales et Phytotherapie,,103.0,,,BOOK
POP:108,Plantes medicinales et Phytotherapie,,108.0,,,BOOK
POP:109,Plantes medicinales et Phytotherapie,,109.0,,,BOOK
POP:110,Plantes medicinales et Phytotherapie,,110.0,,,BOOK
POP:110 JBH,Plantes medicinales et Phytotherapie,,110.0,,,BOOK
POP:110 JBH,,,,,,UNKNOWN_CODE
POP:110 JNP50:44.1987,Plantes medicinales et Phytotherapie,,110.0,,,BOOK
POP:110 JNP50:44.1987,Journal of Natural Products,50.0,44.0,,,NOT_FOUND
POP:110 KCH,Plantes medicinales et Phytotherapie,,110.0,,,BOOK
POP:110 KCH,Korean Chemical Society,,,,,JOURNAL_ONLY
POP:110 RAS,Plantes medicinales et Phytotherapie,,110.0,,,BOOK
POP:110 RAS,,,,,,UNKNOWN_CODE
POP:113,Plantes medicinales et Phytotherapie,,113.0,,,BOOK
POP:114,Plantes medicinales et Phytotherapie,,114.0,,,BOOK
POP:116,Plantes medicinales et Phytotherapie,,116.0,,,BOOK
POP:117,Plantes medicinales et Phytotherapie,,117.0,,,BOOK
POP:117 MAB,Plantes medicinales et Phytotherapie,,117.0,,,BOOK
POP:117 MAB,,,,,,UNKNOWN_CODE
POP:122,Plantes medicinales et Phytotherapie,,122.0,,,BOOK
POP:123,Plantes medicinales et Phytotherapie,,123.0,,,BOOK
POP:124,Plantes medicinales et Phytotherapie,,124.0,,,BOOK
POP:124 JE32:162 DFN:156,Plantes medicinales et Phytotherapie,,124.0,,,BOOK
POP:124 JE32:162 DFN:156,Journal of Ethnopharmacology,32.0,162.0,,,NOT_FOUND
POP:124 JE32:162 DFN:156,,,156.0,,,UNKNOWN_JOURNAL
POP:124 PM55(7):654,Plantes medicinales et Phytotherapie,,124.0,,,BOOK
POP:124 PM55(7):654,Planta Medica,55.0,654.0,,,NOT_FOUND
POP:139,Plantes medicinales et Phytotherapie,,139.0,,,BOOK
POP:148,Plantes medicinales et Phytotherapie,,148.0,,,BOOK
POP:149,Plantes medicinales et Phytotherapie,,149.0,,,BOOK
POP:150,Plantes medicinales et Phytotherapie,,150.0,,,BOOK
POP:153,Plantes medicinales et Phytotherapie,,153.0,,,BOOK
POP:153 EMP6:189,Plantes medicinales et Phytotherapie,,153.0,,,BOOK
POP:153 EMP6:189,Economic and Medicinal Plant Research,6.0,189.0,,,NOT_FOUND
POP:153 HG23:19,Plantes medicinales et Phytotherapie,,153.0,,,BOOK
POP:153 HG23:19,HerbalGram,23.0,19.0,,,NOT_FOUND
POP:157,Plantes medicinales et Phytotherapie,,157.0,,,BOOK
POP:158,Plantes medicinales et Phytotherapie,,158.0,,,BOOK
POP:167,Plantes medicinales et Phytotherapie,,167.0,,,BOOK
POP:168,Plantes medicinales et Phytotherapie,,168.0,,,BOOK
POP:168 CPB41:1350,Plantes medicinales et Phytotherapie,,168.0,,,BOOK
POP:168 CPB41:1350,Chemical and Pharmaceutical Bulletin,41.0,1350.0,,,NOT_FOUND
POP:168 JE28:112,Plantes medicinales et Phytotherapie,,168.0,,,BOOK
POP:168 JE28:112,Journal of Ethnopharmacology,28.0,112.0,,,NOT_FOUND
POP:170,Plantes medicinales et Phytotherapie,,170.0,,,BOOK
POP:171,Plantes medicinales et Phytotherapie,,171.0,,,BOOK
POP:171 JNP50:438&1020.1987,Plantes medicinales et Phytotherapie,,171.0,,,BOOK
POP:171 JNP50:438&1020.1987,,,,,,PARSE_ERROR
POP:192 JAF45:505,Plantes medicinales et Phytotherapie,,192.0,,,BOOK
POP:192 JAF45:505,Journal of Agricultural and Food Chemistry,45.0,505.0,,,NOT_FOUND
POP:193 PM56(1):41,Plantes medicinales et Phytotherapie,,193.0,,,BOOK
POP:193 PM56(1):41,Planta Medica,56.0,41.0,,2356242,RESOLVED
POP:193 PM56(6):681,Plantes medicinales et Phytotherapie,,193.0,,,BOOK
POP:193 PM56(6):681,Planta Medica,56.0,681.0,,,NOT_FOUND
POP:195,Plantes medicinales et Phytotherapie,,195.0,,,BOOK
POP:197,Plantes medicinales et Phytotherapie,,197.0,,,BOOK
POP:198,Plantes medicinales et Phytotherapie,,198.0,,,BOOK
POP:207,Plantes medicinales et Phytotherapie,,207.0,,,BOOK
POP:207456,Plantes medicinales et Phytotherapie,,207456.0,,,BOOK
POP:25,Plantes medicinales et Phytotherapie,,25.0,,,BOOK
POP:270,Plantes medicinales et Phytotherapie,,270.0,,,BOOK
POP:270 EMP6:189 EMP5:207,Plantes medicinales et Phytotherapie,,270.0,,,BOOK
POP:270 EMP6:189 EMP5:207,Economic and Medicinal Plant Research,6.0,189.0,,,NOT_FOUND
POP:270 EMP6:189 EMP5:207,Economic and Medicinal Plant Research,5.0,207.0,,,NOT_FOUND
POP:270 V&D 411,Plantes medicinales et Phytotherapie,,270.0,,,BOOK
POP:270 V&D 411,,,,,,PARSE_ERROR
POP:270 V&D 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
POP:271,Plantes medicinales et Phytotherapie,,271.0,,,BOOK
POP:271 EMP6:189 V&D,Plantes medicinales et Phytotherapie,,271.0,,,BOOK
POP:271 EMP6:189 V&D,Economic and Medicinal Plant Research,6.0,189.0,,,NOT_FOUND
POP:271 EMP6:189 V&D,,,,,,PARSE_ERROR
POP:29,Plantes medicinales et Phytotherapie,,29.0,,,BOOK
POP:30,Plantes medicinales et Phytotherapie,,30.0,,,BOOK
POP:30 JE28:40,Plantes medicinales et Phytotherapie,,30.0,,,BOOK
POP:30 JE28:40,Journal of Ethnopharmacology,28.0,40.0,,,NOT_FOUND
POP:302,Plantes medicinales et Phytotherapie,,302.0,,,BOOK
POP:328,Plantes medicinales et Phytotherapie,,328.0,,,BOOK
POP:393,Plantes medicinales et Phytotherapie,,393.0,,,BOOK
POP:58,Plantes medicinales et Phytotherapie,,58.0,,,BOOK
POP:60,Plantes medicinales et Phytotherapie,,60.0,,,BOOK
POP:61,Plantes medicinales et Phytotherapie,,61.0,,,BOOK
POP:74,Plantes medicinales et Phytotherapie,,74.0,,,BOOK
POP:77,Plantes medicinales et Phytotherapie,,77.0,,,BOOK
POP:83,Plantes medicinales et Phytotherapie,,83.0,,,BOOK
POP:85,Plantes medicinales et Phytotherapie,,85.0,,,BOOK
PP1993:237,,1993.0,237.0,,,UNKNOWN_JOURNAL
PPC4:502,,4.0,502.0,,,UNKNOWN_JOURNAL
PPL7:187,,7.0,187.0,,,UNKNOWN_JOURNAL
PR11:281,Pharmaceutical Research,11.0,281.0,,,NOT_FOUND
PR13:102,Pharmaceutical Research,13.0,102.0,,8668656,RESOLVED
PR13:115,Pharmaceutical Research,13.0,115.0,,,NOT_FOUND
PR13:571,Pharmaceutical Research,13.0,571.0,,,NOT_FOUND
PR13:593,Pharmaceutical Research,13.0,593.0,,,NOT_FOUND
PR13:597,Pharmaceutical Research,13.0,597.0,,,NOT_FOUND
PR13:597 JAFC48:220,Pharmaceutical Research,13.0,597.0,,,NOT_FOUND
PR13:597 JAFC48:220,Journal of Agricultural and Food Chemistry,48.0,220.0,,10691619,RESOLVED
PR13:619,Pharmaceutical Research,13.0,619.0,,,NOT_FOUND
PR13:621,Pharmaceutical Research,13.0,621.0,,,NOT_FOUND
PR13:649,Pharmaceutical Research,13.0,649.0,,8860419,RESOLVED
PR14:112,Pharmaceutical Research,14.0,112.0,,9034231,RESOLVED
PR14:149,Pharmaceutical Research,14.0,149.0,,,NOT_FOUND
PR14:167 JNP53(3):513,Pharmaceutical Research,14.0,167.0,,,NOT_FOUND
PR14:167 JNP53(3):513,Journal of Natural Products,53.0,513.0,,2380724,RESOLVED
PR14:187,Pharmaceutical Research,14.0,187.0,,,NOT_FOUND
PR14:229,Pharmaceutical Research,14.0,229.0,,,NOT_FOUND
PR14:240,Pharmaceutical Research,14.0,240.0,,,NOT_FOUND
PR14:240 EJP331:253,Pharmaceutical Research,14.0,240.0,,,NOT_FOUND
PR14:240 EJP331:253,European Journal of Pharmacology,331.0,253.0,,9274987,RESOLVED
PR14:240 MED'94,Pharmaceutical Research,14.0,240.0,,,NOT_FOUND
PR14:240 MED'94,,,,,,PARSE_ERROR
PR14:254,Pharmaceutical Research,14.0,254.0,,,NOT_FOUND
PR14:261,Pharmaceutical Research,14.0,261.0,,,NOT_FOUND
PR14:303,Pharmaceutical Research,14.0,303.0,,9098871,RESOLVED
PR14:303 411,Pharmaceutical Research,14.0,303.0,,9098871,RESOLVED
PR14:303 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
PR14:303 414,Pharmaceutical Research,14.0,303.0,,9098871,RESOLVED
PR14:303 414,,,,,,DUKE_REF_ID
PR14:303 MAB,Pharmaceutical Research,14.0,303.0,,9098871,RESOLVED
PR14:303 MAB,,,,,,UNKNOWN_CODE
PR14:333,Pharmaceutical Research,14.0,333.0,,,NOT_FOUND
PR14:368,Pharmaceutical Research,14.0,368.0,,,NOT_FOUND
PR14:40,Pharmaceutical Research,14.0,40.0,,,NOT_FOUND
PR14:401,Pharmaceutical Research,14.0,401.0,,9144721,RESOLVED
PR14:432,Pharmaceutical Research,14.0,432.0,,,NOT_FOUND
PR14:472,Pharmaceutical Research,14.0,472.0,,,NOT_FOUND
PR14:495,Pharmaceutical Research,14.0,495.0,,,NOT_FOUND
PR14:501,Pharmaceutical Research,14.0,501.0,,,NOT_FOUND
PR14:501 PC33:557,Pharmaceutical Research,14.0,501.0,,,NOT_FOUND
PR14:501 PC33:557,Phytochemistry,33.0,557.0,,,NOT_FOUND
PR14:558,Pharmaceutical Research,14.0,558.0,,,NOT_FOUND
PR14:561,Pharmaceutical Research,14.0,561.0,,,NOT_FOUND
PR14:581,Pharmaceutical Research,14.0,581.0,,,NOT_FOUND
PR14:623,Pharmaceutical Research,14.0,623.0,,,NOT_FOUND
PR14:89,Pharmaceutical Research,14.0,89.0,,,NOT_FOUND
PR14:93,Pharmaceutical Research,14.0,93.0,,,NOT_FOUND
PR14:99,Pharmaceutical Research,14.0,99.0,,,NOT_FOUND
PR15:122,Pharmaceutical Research,15.0,122.0,,9487558,RESOLVED
PR15:206,Pharmaceutical Research,15.0,206.0,,,NOT_FOUND
PR15:437,Pharmaceutical Research,15.0,437.0,,,NOT_FOUND
PR15:613,Pharmaceutical Research,15.0,613.0,,,NOT_FOUND
PR17:123,Pharmaceutical Research,17.0,123.0,,,NOT_FOUND
PR4(1):12,Pharmaceutical Research,4.0,12.0,,,NOT_FOUND
PR4(1):3,Pharmaceutical Research,4.0,3.0,,3508526,RESOLVED
PR4(1):33,Pharmaceutical Research,4.0,33.0,,3508527,RESOLVED
PR4(1):33 RAS,Pharmaceutical Research,4.0,33.0,,3508527,RESOLVED
PR4(1):33 RAS,,,,,,UNKNOWN_CODE
PR4(1):34,Pharmaceutical Research,4.0,34.0,,,NOT_FOUND
PR4(2):66,Pharmaceutical Research,4.0,66.0,,3508532,RESOLVED
PR4(2):73,Pharmaceutical Research,4.0,73.0,,,NOT_FOUND
PR4(2):85,Pharmaceutical Research,4.0,85.0,,,NOT_FOUND
PR4(3):87,Pharmaceutical Research,4.0,87.0,,,NOT_FOUND
PR4(3):93,Pharmaceutical Research,4.0,93.0,,,NOT_FOUND
PR4(4):131,Pharmaceutical Research,4.0,131.0,,,NOT_FOUND
PR4(4):132,Pharmaceutical Research,4.0,132.0,,,NOT_FOUND
PR4(4):133,Pharmaceutical Research,4.0,133.0,,3509136,RESOLVED
PR4(4):134,Pharmaceutical Research,4.0,134.0,,,NOT_FOUND
PR4(4):135,Pharmaceutical Research,4.0,135.0,,,NOT_FOUND
PR4(4):136,Pharmaceutical Research,4.0,136.0,,,NOT_FOUND
PR4(4):137,Pharmaceutical Research,4.0,137.0,,3509137,RESOLVED
